-3025.425025610784,0,17,3
-4142.595639654463,1,43,3
-7529.262204728536,2,90,3
7624.65733763141,3,148,4
-11547.689973425275,4,314,4
-290445.5092722886,5,4216,4
-5865.6598956598955,6,4265,3
-10521.033770151416,7,4325,3
-11449.531024531023,8,4379,3
-3377.221546513342,9,4401,3
-5919.462481962483,10,4438,3
-15730.864135864133,11,4629,4
-3715.624375624376,12,4639,3
-1922.2619047619048,13,4649,3
-3159.97335997336,14,4659,3
-3107.2741828604835,15,4669,3
-7555.284992784992,16,4712,3
-13658.903129723256,17,4799,3
-5686.9287656787665,18,4831,3
-8557.047641307287,19,4907,3
-4835.319055944055,20,4930,3
-11683.255180062457,21,5000,3
-10351.866566311224,22,5084,3
-25513.859473859477,23,5258,3
-9149.106257304784,24,5334,3
-4895.395679741655,25,5359,3
-9858.228369254919,26,5439,3
-14527.622867328748,27,5564,3
-21072.808857808854,28,5743,3
-9805.758273589156,29,5805,3
-6774.487278502372,30,5842,3
-7297.23868595061,31,5897,3
-15551.087310036699,32,5990,3
-5991.943105913692,33,6036,3
-6942.811663955241,34,6095,3
2668.979908979907,35,6138,4
-12349.865468209122,36,6257,3
-5536.363636363636,37,6278,3
-11450.810675607507,38,6367,3
-6033.634906759908,39,6395,3
-25566.201021201017,40,6539,3
-3819.6540237368413,41,6571,3
1507.3989898989912,42,6629,4
-5681.209207459207,43,6656,3
-19045.071595071593,44,6778,3
-5872.01166888667,45,6826,3
1007.0097957597982,46,6882,4
-18535.678904428903,47,6991,3
-4124.4443056943055,48,7013,3
-4809.603174603175,49,7036,3
-6402.880452880452,50,7061,3
-11931.918656678716,51,7135,3
-5843.818275097721,52,7181,3
-7993.070778335871,53,7240,3
-8521.07142857143,54,7277,3
-4105.914671656696,55,7299,3
-5799.507552146332,56,7347,3
-3553.077131202131,57,7364,3
-4915.868298368298,58,7383,3
-5942.857142857143,59,7411,3
-7660.243506493506,60,7447,3
-11106.717171717173,61,7501,3
-5689.7835497835495,62,7530,3
-6698.858959667783,63,7568,3
-5798.645027573046,64,7620,3
-26404.187613212387,65,7823,3
-3915.804195804196,66,7845,3
-9727.386363636362,67,7910,3
-14658.409090909092,68,7991,3
-13677.97619047619,69,8055,3
-3971.3134088134098,70,8079,3
12145.163373133571,71,8137,5
-8457.61904761905,72,8195,3
-3940.0983216092923,73,8211,3
-12258.445965798906,74,8321,3
-16174.582133552723,75,8439,3
-2934.4642857142844,76,8500,4
8759.18768731269,77,8521,4
-1634.3781218781237,78,8620,4
-4380.8088467260295,79,8642,3
-10158.168220668222,80,8702,3
1860.853035853036,81,8749,4
-6177.083333333334,82,8781,3
-13452.46212121212,83,8857,3
-6289.292929292929,84,8900,3
6584.053432377737,85,8934,4
-5397.768490968954,86,8962,3
-6252.569930069931,87,8989,3
-5317.54773004773,88,9020,3
-7079.084249084249,89,9070,3
-5034.91785991786,90,9092,3
-3752.272482419541,91,9126,3
-4363.193473193473,92,9154,3
-10512.964755076002,93,9229,3
-5682.139249639249,94,9269,3
-6319.852092352086,95,9389,4
14033.568931068932,96,9440,5
-6158.261040262066,97,9491,3
-7025.234765234765,98,9520,3
-6167.616015520428,99,9552,3
-8815.636724386724,100,9603,3
-14392.09132778986,101,9718,3
-4770.833333333333,102,9744,3
-10819.941731385232,103,9845,3
-5980.2341359191205,104,9883,3
2495.5852970558826,105,9952,4
-13793.766788766785,106,10023,3
-3843.885281385281,107,10053,3
-4100.501373626374,108,10079,3
-16109.177489177488,109,10167,3
-13407.8225953613,110,10287,3
-6689.388805638805,111,10339,3
5730.923707355594,112,10366,4
-7721.36544011544,113,10403,3
-6933.233269997975,114,10432,3
-11424.526029526032,115,10595,4
-1963.0673493173492,116,10608,3
-3650.959595959596,117,10635,3
5295.53391053391,118,10678,4
-3146.8781218781223,119,10698,3
-14681.954018204018,120,10845,4
-6938.038382938909,121,10904,3
-4801.319799481564,122,10945,3
-10627.636240374919,123,11134,4
-3019.2828005328006,124,11148,3
-7486.872294372296,125,11192,3
-11451.214307885548,126,11300,3
-6750.889110889112,127,11349,3
-25797.955579851885,128,11557,3
-4168.654401154401,129,11584,3
3384.103396603397,130,11636,4
-1512.847985347984,131,11739,4
-15971.26434023493,132,11860,3
-5798.040364311062,133,11928,3
-4698.045010545011,134,11953,3
2300.447052947053,135,11990,4
-13832.82766989035,136,12127,3
-7080.185235516119,137,12175,3
-8822.965278185868,138,12235,3
-14424.044289044286,139,12348,3
-21485.89466089466,140,12467,3
-6355.065073815073,141,12495,3
-6993.29365079365,142,12530,3
-4117.521367521368,143,12554,3
-3190.7917082917083,144,12570,3
-10163.194444444445,145,12614,3
-8557.264347709392,146,12680,3
-6129.596098346098,147,12713,3
-4532.8901857945975,148,12732,3
19018.036130536133,149,12746,5
-23899.43542568542,150,12888,3
-2334.236613060142,151,12915,3
-11259.283910533912,152,12984,3
-6436.708213685853,153,13026,3
-14517.839958948483,154,13146,3
-2479.272952709483,155,13245,4
